Player,Season,Age,Nation,Club,Matchs_played,Minutes_played,Titular_played,Goals,Assists,Position
Jürgen Locadia,2019-2020,25,CUW,Brighton,2,86,1,0,0,FW
Kadeem Harris,2018-2019,25,England,Cardiff City,13,375,3,1,0,MF
Kai Havertz,2020-2021,21,Germany,Chelsea,27,1520,18,4,3,MF
Kai Havertz,2021-2022,22,Germany,Chelsea,29,1809,22,8,3,FW
Kai Havertz,2022-2023,23,Germany,Chelsea,35,2569,30,7,1,FW
Kai Havertz,2023-2024,24,Germany,Arsenal,37,2634,30,13,7,MF
Kalvin Phillips,2020-2021,24,England,Leeds United,29,2428,28,1,2,MF
Kalvin Phillips,2021-2022,25,England,Leeds United,20,1596,18,0,1,MF
Kalvin Phillips,2022-2023,26,England,Manchester City,12,300,2,0,0,MF
Kalvin Phillips,2023-2024,27,England,2 Teams,12,402,3,0,0,MF
Kamaldeen Sulemana,2022-2023,20,Ghana,Southampton,18,966,10,2,1,FW
Kami Doyle,2022-2023,16,England,Southampton,1,7,0,0,0,MF
Kamil Grosicki,2020-2021,32,Poland,West Brom,3,148,2,0,1,MF
Kaoru Mitoma,2022-2023,25,Japan,Brighton,33,2318,24,7,5,FW
Karlan Grant,2020-2021,22,England,West Brom,21,1127,14,1,0,FW
Keane Lewis-Potter,2022-2023,21,England,Brentford,10,321,3,0,1,FW
Keinan Davis,2020-2021,22,England,Aston Villa,15,277,1,1,1,FW
Kelechi Iheanacho,2018-2019,21,Nigeria,Leicester City,30,941,9,1,3,FW
Kelechi Iheanacho,2022-2023,25,Nigeria,Leicester City,28,1127,11,5,5,FW
Ken Sema,2018-2019,24,Sweden,Watford,17,754,9,1,2,MF
Ken Sema,2021-2022,27,Sweden,Watford,18,852,7,0,0,MF
Kenedy,2018-2019,22,Brazil,Newcastle Utd,25,1348,14,1,1,MF
Kenny McLean,2019-2020,27,Scotland,Norwich City,37,2968,32,1,1,MF
Kenny McLean,2021-2022,29,Scotland,Norwich City,31,2706,29,1,0,MF
Kenny Tete,2020-2021,24,Netherlands,Fulham,22,1481,18,0,1,DF
Kevin De Bruyne,2018-2019,27,Belgium,Manchester City,19,975,11,2,2,MF
Kevin De Bruyne,2019-2020,28,Belgium,Manchester City,35,2791,32,13,20,MF
Kevin De Bruyne,2020-2021,29,Belgium,Manchester City,25,1997,23,6,12,MF
Kevin De Bruyne,2021-2022,30,Belgium,Manchester City,30,2201,25,15,8,MF
Kevin De Bruyne,2022-2023,31,Belgium,Manchester City,32,2417,28,7,16,MF
Kevin De Bruyne,2023-2024,32,Belgium,Manchester City,18,1221,15,4,10,MF
Kevin McDonald,2018-2019,29,Scotland,Fulham,15,841,10,0,0,MF
Kevin Schade,2023-2024,21,Germany,Brentford,11,333,3,2,1,FW
Khanya Leshabela,2020-2021,20,South Africa,Leicester City,1,10,0,0,0,MF
Ki Sung-yueng,2018-2019,29,South Korea,Newcastle Utd,18,1302,14,0,1,MF
Ki Sung-yueng,2019-2020,30,South Korea,Newcastle Utd,3,137,1,0,0,MF
Ki-Jana Hoever,2020-2021,18,Netherlands,Wolves,12,577,5,0,0,DF
Ki-Jana Hoever,2021-2022,19,Netherlands,Wolves,8,308,4,0,0,DF
Kieffer Moore,2023-2024,30,Wales,Bournemouth,8,108,0,1,0,FW
Kieran Dowell,2021-2022,23,England,Norwich City,19,912,11,1,1,FW
Kieran Tierney,2019-2020,22,Scotland,Arsenal,15,989,12,1,1,DF
Kiernan Dewsbury-Hall,2021-2022,22,England,Leicester City,28,2105,23,1,2,MF
Kiernan Dewsbury-Hall,2022-2023,23,England,Leicester City,31,2306,28,2,2,MF
Kobbie Mainoo,2022-2023,17,England,Manchester Utd,1,11,0,0,0,MF
Kobbie Mainoo,2023-2024,18,England,Manchester Utd,24,1924,24,3,1,MF
Kyle Edwards,2020-2021,22,England,West Brom,5,118,1,0,0,MF
Lazar Marković,2018-2019,24,Serbia,Fulham,1,45,0,0,0,MF
Leander Dendoncker,2018-2019,23,Belgium,Wolves,19,1467,17,2,0,MF
Leander Dendoncker,2019-2020,24,Belgium,Wolves,38,2795,32,4,0,MF
Leander Dendoncker,2020-2021,25,Belgium,Wolves,33,2503,28,1,0,MF
Leander Dendoncker,2021-2022,26,Belgium,Wolves,30,1950,21,2,2,MF
Leander Dendoncker,2022-2023,27,Belgium,2 Teams,24,911,9,0,0,MF
Leander Dendoncker,2023-2024,28,Belgium,Aston Villa,8,119,1,1,0,MF
Leandro Bacuna,2018-2019,26,CUW,Cardiff City,11,561,4,0,0,MF
Leandro Trossard,2019-2020,24,Belgium,Brighton,31,2011,22,5,3,FW
Leandro Trossard,2020-2021,25,Belgium,Brighton,35,2607,30,5,5,MF
Leandro Trossard,2021-2022,26,Belgium,Brighton,34,2805,32,8,3,FW
Leandro Trossard,2022-2023,27,Belgium,Brighton,16,1315,16,7,2,FW
Leandro Trossard,2023-2024,28,Belgium,Arsenal,34,1649,18,12,1,FW
Leo Fuhr Hjelde,2021-2022,17,Norway,Leeds United,2,150,0,0,0,MF
Leon Bailey,2021-2022,23,Jamaica,Aston Villa,18,761,7,1,2,FW
Leon Bailey,2022-2023,24,Jamaica,Aston Villa,33,1967,26,4,4,FW
Leon Bailey,2023-2024,25,Jamaica,Aston Villa,35,2068,22,10,9,MF
Leon Clarke,2019-2020,34,England,Sheffield Utd,2,35,0,0,0,FW
Lesley Ugochukwu,2023-2024,19,France,Chelsea,12,301,3,0,0,MF
Lewis Bate,2021-2022,18,England,Leeds United,3,146,1,0,0,MF
Lewis Brunt,2021-2022,20,England,Leicester City,1,24,0,0,0,MF
Lewis Cook,2018-2019,21,England,Bournemouth,13,723,8,0,0,MF
Lewis Cook,2019-2020,22,England,Bournemouth,27,1352,14,0,0,MF
Lewis Cook,2022-2023,25,England,Bournemouth,28,1720,18,0,2,MF
Lewis Cook,2023-2024,26,England,Bournemouth,33,2786,32,0,3,MF
Lewis Dobbin,2021-2022,18,England,Everton,3,32,0,0,0,FW
Lewis Dobbin,2023-2024,20,England,Everton,12,232,1,1,0,MF
Lewis Miley,2022-2023,16,England,Newcastle Utd,1,15,0,0,0,MF
Lewis Miley,2023-2024,17,England,Newcastle Utd,17,1202,14,1,3,MF
Lewis O'Brien,2022-2023,23,England,Nott'ham Forest,13,584,6,1,0,MF
Loïc Damour,2018-2019,27,France,Cardiff City,2,23,0,0,0,MF
Luca Koleosho,2023-2024,18,Italy,Burnley,15,974,13,1,1,MF
Lucas Digne,2020-2021,27,France,Everton,30,2681,30,0,7,DF
Lucas Moura,2018-2019,25,Brazil,Tottenham,32,2121,25,10,0,FW
Lucas Moura,2019-2020,26,Brazil,Tottenham,35,2242,25,4,4,FW
Lucas Moura,2020-2021,27,Brazil,Tottenham,30,1411,14,3,4,FW
Lucas Moura,2021-2022,28,Brazil,Tottenham,34,1775,19,2,6,FW
Lucas Moura,2022-2023,29,Brazil,Tottenham,15,153,0,1,0,MF
Lucas Paquetá,2022-2023,24,Brazil,West Ham,28,2151,27,4,3,MF
Lucas Paquetá,2023-2024,25,Brazil,West Ham,31,2622,31,4,6,FW
Lucas Pérez,2018-2019,29,Spain,West Ham,15,475,4,3,0,FW
Lucas Torreira,2018-2019,22,Uruguay,Arsenal,34,2382,24,2,2,MF
Lucas Torreira,2019-2020,23,Uruguay,Arsenal,29,1512,17,1,1,MF
Luciano Vietto,2018-2019,24,Argentina,Fulham,20,986,10,1,4,FW
Luis Sinisterra,2023-2024,24,Colombia,Bournemouth,20,699,7,2,2,FW
Luka Milivojević,2018-2019,27,Serbia,Crystal Palace,38,3420,38,12,2,MF
Luka Milivojević,2019-2020,28,Serbia,Crystal Palace,31,2513,28,3,1,MF
Luka Milivojević,2020-2021,29,Serbia,Crystal Palace,31,2359,27,1,1,MF
Luka Milivojević,2021-2022,30,Serbia,Crystal Palace,15,774,9,0,0,MF
Luka Milivojević,2022-2023,31,Serbia,Crystal Palace,18,512,5,0,0,MF
Lukas Rupp,2019-2020,28,Germany,Norwich City,12,695,8,0,0,FW
Lukas Rupp,2021-2022,30,Germany,Norwich City,19,769,7,0,0,MF
Luke Berry,2023-2024,31,England,Luton Town,17,323,2,2,1,MF
Luke Cundle,2021-2022,19,England,Wolves,4,180,2,0,0,MF
Luke Freeman,2019-2020,27,England,Sheffield Utd,11,366,3,0,0,MF
Luke Harris,2022-2023,17,Wales,Fulham,3,13,0,0,0,MF
Luke Harris,2023-2024,18,Wales,Fulham,1,75,0,0,0,MF
Luke Thomas,2019-2020,18,England,Leicester City,3,267,3,0,1,MF
Lyle Foster,2023-2024,22,South Africa,Burnley,24,1899,22,5,3,FW
Lys Mousset,2020-2021,24,France,Sheffield Utd,11,296,2,0,0,FW
Mads Bech Sørensen,2022-2023,23,Denmark,Brentford,4,21,0,0,0,DF
Mads Bidstrup,2021-2022,20,Denmark,Brentford,4,41,0,0,0,MF
Mahmoud Dahoud,2023-2024,27,Germany,Brighton,9,452,6,0,1,MF
Malcolm Ebiowei,2022-2023,18,England,Crystal Palace,3,34,0,0,0,MF
Manolo Gabbiadini,2018-2019,26,Italy,Southampton,12,476,4,1,0,FW
Manuel Akanji,2023-2024,28,Switzerland,Manchester City,30,2511,28,2,0,DF
Manuel Lanzini,2018-2019,25,Argentina,West Ham,10,686,8,1,1,MF
Manuel Lanzini,2019-2020,26,Argentina,West Ham,24,1379,14,0,2,MF
Manuel Lanzini,2020-2021,27,Argentina,West Ham,17,566,5,1,1,MF
Manuel Lanzini,2021-2022,28,Argentina,West Ham,30,1786,19,5,3,MF
Manuel Lanzini,2022-2023,29,Argentina,West Ham,10,252,2,1,0,MF
Marc Albrighton,2018-2019,28,England,Leicester City,27,1625,18,2,2,FW
Marc Albrighton,2019-2020,29,England,Leicester City,20,867,9,0,3,MF
Marc Albrighton,2022-2023,32,England,Leicester City,6,237,1,1,0,FW
Marc Roca,2022-2023,25,Spain,Leeds United,32,2315,29,1,2,MF
Marcel Sabitzer,2022-2023,28,Austria,Manchester Utd,11,627,7,0,1,MF
Marco Stiepermann,2019-2020,28,Germany,Norwich City,24,1180,14,0,0,MF
Marcus Forss,2021-2022,22,Finland,Brentford,7,209,1,0,1,FW
Marcus Rashford,2021-2022,23,England,Manchester Utd,25,1235,13,4,2,FW
Marcus Tavernier,2022-2023,23,England,Bournemouth,23,1743,19,5,4,MF
Mario Lemina,2018-2019,24,Gabon,Southampton,21,1613,18,1,1,MF
Mario Lemina,2020-2021,26,Gabon,Fulham,28,1703,19,1,0,MF
Mario Lemina,2022-2023,28,Gabon,Wolves,19,1299,17,0,1,MF
Mario Lemina,2023-2024,29,Gabon,Wolves,35,2968,34,4,1,MF
Mario Vrančić,2019-2020,30,Bosnia and Herzegovina,Norwich City,20,636,6,1,0,MF
Mark Noble,2018-2019,31,England,West Ham,31,2291,29,5,5,MF
Mark Noble,2019-2020,32,England,West Ham,33,2674,32,4,3,MF
Mark Noble,2020-2021,33,England,West Ham,21,712,8,0,0,MF
Mark Noble,2021-2022,34,England,West Ham,11,332,3,1,0,MF
Marouane Fellaini,2018-2019,30,Belgium,Manchester Utd,14,752,6,0,1,MF
Martin Ødegaard,2020-2021,21,Norway,Arsenal,14,866,9,1,2,MF
Martin Ødegaard,2021-2022,22,Norway,Arsenal,36,2785,32,7,4,MF
Martin Ødegaard,2022-2023,23,Norway,Arsenal,37,3127,37,15,7,MF
Martin Ødegaard,2023-2024,24,Norway,Arsenal,35,3091,35,8,10,MF
Martín Montoya,2019-2020,28,Spain,Brighton,27,1896,23,0,1,DF
Marvelous Nakamba,2019-2020,25,Zimbabwe,Aston Villa,29,1836,19,0,0,MF
Marvelous Nakamba,2020-2021,26,Zimbabwe,Aston Villa,13,749,9,0,0,MF
Marvelous Nakamba,2021-2022,27,Zimbabwe,Aston Villa,16,904,10,0,0,MF
Marvelous Nakamba,2023-2024,29,Zimbabwe,Luton Town,13,1130,13,0,0,MF
Mason Greenwood,2021-2022,19,England,Manchester Utd,18,1271,16,5,1,FW
Mason Mount,2019-2020,20,England,Chelsea,37,2867,32,7,5,MF
Mason Mount,2020-2021,21,England,Chelsea,36,2890,32,6,5,MF
Mason Mount,2021-2022,22,England,Chelsea,32,2363,27,11,10,MF
Mason Mount,2022-2023,23,England,Chelsea,24,1648,20,3,2,MF
Mason Mount,2023-2024,24,England,Manchester Utd,14,516,5,1,0,MF
Mateo Kovačić,2018-2019,24,Croatia,Chelsea,32,1735,21,0,2,MF
Mateo Kovačić,2019-2020,25,Croatia,Chelsea,31,2073,23,1,3,MF
Mateo Kovačić,2020-2021,26,Croatia,Chelsea,27,1815,21,0,1,MF
Mateo Kovačić,2021-2022,27,Croatia,Chelsea,25,1558,16,2,5,MF
Mateo Kovačić,2022-2023,28,Croatia,Chelsea,27,1707,17,1,2,MF
Mateo Kovačić,2023-2024,29,Croatia,Manchester City,30,1551,16,1,0,MF
Mateusz Klich,2020-2021,30,Poland,Leeds United,35,2393,28,4,5,MF
Mateusz Klich,2021-2022,31,Poland,Leeds United,33,2073,26,1,2,MF
Mateusz Klich,2022-2023,32,Poland,Leeds United,14,280,0,0,0,MF
Matheus Cunha,2023-2024,24,Brazil,Wolves,32,2440,29,12,7,FW
Matheus França,2023-2024,19,Brazil,Crystal Palace,10,232,1,0,1,MF
Matheus Nunes,2022-2023,23,Portugal,Wolves,34,2467,30,1,1,MF
Matheus Nunes,2023-2024,24,Portugal,2 Teams,19,840,9,0,2,MF
Matheus Pereira,2020-2021,24,Brazil,West Brom,33,2577,30,11,6,MF
Mathias Jensen,2021-2022,25,Denmark,Brentford,31,1601,19,0,1,MF
Mathias Jensen,2022-2023,26,Denmark,Brentford,37,2803,37,5,6,MF
Mathias Jensen,2023-2024,27,Denmark,Brentford,32,2204,27,3,3,MF
Mathias Normann,2021-2022,25,Norway,Norwich City,23,1645,20,1,2,MF
Matt Doherty,2018-2019,26,Ireland,Wolves,38,3144,35,4,5,DF
Matt Doherty,2019-2020,27,Ireland,Wolves,36,2839,32,4,3,MF
Matt Doherty,2022-2023,30,Ireland,Tottenham,12,667,7,1,0,DF
Matt Doherty,2023-2024,31,Ireland,Wolves,30,1150,9,1,0,DF
Matt Phillips,2020-2021,29,Scotland,West Brom,33,1828,20,2,1,MF
Matt Ritchie,2018-2019,28,Scotland,Newcastle Utd,36,2928,35,2,8,DF
Matt Ritchie,2019-2020,29,Scotland,Newcastle Utd,18,1315,14,2,1,DF
Matt Ritchie,2020-2021,30,Scotland,Newcastle Utd,18,1350,15,0,2,DF
Matt Ritchie,2022-2023,32,Scotland,Newcastle Utd,7,39,0,0,0,FW
Matt Ritchie,2023-2024,33,Scotland,Newcastle Utd,13,128,0,1,0,FW
Matt Targett,2019-2020,23,England,Aston Villa,28,2291,27,1,2,DF
Matthew Craig,2022-2023,19,Scotland,Tottenham,1,14,0,0,0,MF
Matthew Longstaff,2019-2020,19,England,Newcastle Utd,9,575,6,2,0,MF
Matthew Longstaff,2020-2021,20,England,Newcastle Utd,5,377,4,0,0,MF
Matty Daly,2018-2019,17,England,Huddersfield,2,75,0,0,0,MF
Matty James,2019-2020,28,England,Leicester City,1,6,0,0,0,MF
Mattéo Guendouzi,2018-2019,19,France,Arsenal,33,2149,23,0,0,MF
Mattéo Guendouzi,2019-2020,20,France,Arsenal,24,1748,19,0,1,MF
Max Lowe,2023-2024,26,England,Sheffield Utd,10,503,4,0,0,DF
Max Meyer,2018-2019,22,Germany,Crystal Palace,29,1416,15,1,2,MF
Max Meyer,2019-2020,23,Germany,Crystal Palace,17,655,6,0,0,MF
Maxwel Cornet,2021-2022,24,Ivory Coast,Burnley,26,1766,21,9,1,FW
Maxwel Cornet,2023-2024,26,Ivory Coast,West Ham,7,112,1,1,0,MF
Mesut Özil,2018-2019,29,Germany,Arsenal,24,1735,20,5,2,MF
Mesut Özil,2019-2020,30,Germany,Arsenal,18,1438,18,1,2,MF
Michael Obafemi,2023-2024,23,Ireland,Burnley,2,20,0,0,0,FW
Michael Olise,2021-2022,19,France,Crystal Palace,26,1141,12,2,5,FW
Michael Olise,2022-2023,20,France,Crystal Palace,37,2749,31,2,11,FW
Michael Olise,2023-2024,21,France,Crystal Palace,19,1275,14,10,6,FW
Michail Antonio,2018-2019,28,Jamaica,West Ham,33,2103,22,6,4,MF
Miguel Almirón,2018-2019,24,Paraguay,Newcastle Utd,10,759,9,0,0,MF
Miguel Almirón,2019-2020,25,Paraguay,Newcastle Utd,36,3021,35,4,2,MF
Miguel Almirón,2020-2021,26,Paraguay,Newcastle Utd,34,2429,28,4,1,MF
Miguel Almirón,2021-2022,27,Paraguay,Newcastle Utd,30,1716,19,1,0,MF
Mike Trésor,2023-2024,24,Belgium,Burnley,16,420,3,0,0,FW
Mikey Moore,2023-2024,15,England,Tottenham,2,4,0,0,0,MF
Mikkel Damsgaard,2022-2023,22,Denmark,Brentford,26,988,9,0,0,MF
Mikkel Damsgaard,2023-2024,23,Denmark,Brentford,23,842,7,0,2,MF
Milot Rashica,2021-2022,25,Kosovo,Norwich City,31,2229,25,1,2,FW
Mohamed Diamé,2018-2019,31,Senegal,Newcastle Utd,29,2166,24,0,0,MF
Mohamed Elneny,2018-2019,26,Egypt,Arsenal,8,380,5,0,0,MF
Mohamed Elneny,2020-2021,28,Egypt,Arsenal,23,1544,17,1,0,MF
Mohamed Elneny,2021-2022,29,Egypt,Arsenal,14,806,8,0,2,MF
Mohamed Elneny,2022-2023,30,Egypt,Arsenal,5,113,1,0,0,MF
Mohamed Elneny,2023-2024,31,Egypt,Arsenal,3,28,0,0,0,MF
Mohamed Elyounoussi,2018-2019,23,Norway,Southampton,16,793,8,0,0,MF
Mohamed Elyounoussi,2021-2022,26,Norway,Southampton,30,2042,23,4,2,MF
Mohamed Elyounoussi,2022-2023,27,Norway,Southampton,33,2168,27,1,1,MF
Mohammed Kudus,2023-2024,22,Ghana,West Ham,33,2484,27,8,6,FW
Moise Kean,2020-2021,20,Italy,Everton,2,15,0,0,0,FW
Moisés Caicedo,2021-2022,19,Ecuador,Brighton,8,660,8,1,1,MF
Moisés Caicedo,2022-2023,20,Ecuador,Brighton,37,3139,34,1,1,MF
Moisés Caicedo,2023-2024,21,Ecuador,Chelsea,35,2866,33,1,3,MF
Morgan Gibbs-White,2018-2019,18,England,Wolves,26,663,5,0,1,MF
Morgan Gibbs-White,2019-2020,19,England,Wolves,7,129,1,0,0,MF
Morgan Gibbs-White,2020-2021,20,England,Wolves,11,414,4,1,0,MF
Morgan Gibbs-White,2022-2023,22,England,2 Teams,37,3151,36,5,8,FW
Morgan Gibbs-White,2023-2024,23,England,Nott'ham Forest,37,3156,35,5,10,MF
Morgan Rogers,2023-2024,21,England,Aston Villa,11,638,8,3,1,MF
Morgan Sanson,2020-2021,25,France,Aston Villa,9,294,3,0,0,MF
Morgan Sanson,2021-2022,26,France,Aston Villa,10,356,3,0,0,MF
Morgan Sanson,2022-2023,27,France,Aston Villa,2,11,0,0,0,MF
Morgan Schneiderlin,2018-2019,28,France,Everton,14,834,10,0,1,MF
Morgan Schneiderlin,2019-2020,29,France,Everton,15,1001,12,0,0,MF
Moritz Leitner,2019-2020,26,Germany,Norwich City,9,685,7,0,0,MF
Mousa Dembélé,2018-2019,31,Belgium,Tottenham,10,515,7,0,0,MF
Moussa Diaby,2023-2024,24,France,Aston Villa,38,2174,25,6,8,FW
Moussa Djenepo,2019-2020,21,Mali,Southampton,18,928,10,2,2,MF
Moussa Djenepo,2020-2021,22,Mali,Southampton,27,1240,15,1,0,MF
Moussa Djenepo,2021-2022,23,Mali,Southampton,12,457,5,0,0,MF
Moussa Sissoko,2018-2019,28,France,Tottenham,29,2330,27,0,3,MF
Moussa Sissoko,2019-2020,29,France,Tottenham,29,2452,28,2,1,MF
Moussa Sissoko,2020-2021,30,France,Tottenham,25,1585,15,0,0,MF
Moussa Sissoko,2021-2022,31,France,2 Teams,36,3220,36,2,1,MF
Muhamed Bešić,2019-2020,26,Bosnia and Herzegovina,Sheffield Utd,9,250,2,0,0,MF
Mykhailo Mudryk,2022-2023,21,Ukraine,Chelsea,15,657,7,0,2,FW
Myles Peart-Harris,2023-2024,20,England,Brentford,3,13,0,0,0,DF
Máximo Perrone,2022-2023,19,Argentina,Manchester City,1,19,0,0,0,MF
N'Golo Kanté,2018-2019,27,France,Chelsea,36,3092,36,4,4,MF
N'Golo Kanté,2019-2020,28,France,Chelsea,22,1732,20,3,0,MF
N'Golo Kanté,2020-2021,29,France,Chelsea,30,2146,24,0,2,MF
N'Golo Kanté,2021-2022,30,France,Chelsea,26,1773,21,2,4,MF
N'Golo Kanté,2022-2023,31,France,Chelsea,7,518,6,0,1,MF
Nabil Bentaleb,2019-2020,24,Algeria,Newcastle Utd,12,751,8,0,0,MF
Naby Keïta,2018-2019,23,Guinea,Liverpool,25,1390,16,2,1,MF
Naby Keïta,2019-2020,24,Guinea,Liverpool,18,815,9,2,3,MF
Naby Keïta,2020-2021,25,Guinea,Liverpool,10,520,7,0,0,MF
Naby Keïta,2021-2022,26,Guinea,Liverpool,23,1173,14,3,1,MF
Naby Keïta,2022-2023,27,Guinea,Liverpool,8,293,3,0,0,MF
Nampalys Mendy,2018-2019,26,Senegal,Leicester City,31,2092,23,0,0,MF
Nampalys Mendy,2019-2020,27,Senegal,Leicester City,7,291,4,0,0,MF
Nampalys Mendy,2020-2021,28,Senegal,Leicester City,23,1459,15,0,1,MF
Nampalys Mendy,2021-2022,29,Senegal,Leicester City,14,1032,12,0,0,MF
Nampalys Mendy,2022-2023,30,Senegal,Leicester City,19,757,7,1,0,MF
Naouirou Ahamada,2022-2023,20,France,Crystal Palace,8,94,0,0,0,MF
Naouirou Ahamada,2023-2024,21,France,Crystal Palace,20,349,0,0,0,MF
Nathan Holland,2019-2020,21,England,West Ham,2,33,0,0,0,MF
Nathan Patterson,2022-2023,20,Scotland,Everton,19,1279,14,0,0,DF
Nathan Redmond,2018-2019,24,England,Southampton,38,3270,36,6,4,MF
Nathan Redmond,2019-2020,25,England,Southampton,32,2762,32,4,4,MF
Nathan Redmond,2020-2021,26,England,Southampton,29,1738,17,2,3,MF
Nathan Redmond,2021-2022,27,England,Southampton,27,1833,20,1,5,MF
Nathan Redmond,2023-2024,29,England,Burnley,12,142,0,0,0,FW
Nathan Tella,2020-2021,21,Nigeria,Southampton,18,745,7,1,1,FW
Nathan Tella,2021-2022,22,Nigeria,Southampton,14,804,10,0,1,MF
Nathaniel Chalobah,2018-2019,23,England,Watford,9,270,3,0,0,MF
Nathaniel Chalobah,2019-2020,24,England,Watford,22,930,10,0,1,MF
Nathaniel Chalobah,2022-2023,27,England,Fulham,4,12,1,0,0,MF
Nathaniel Mendez-Laing,2018-2019,26,Guatemala,Cardiff City,20,985,11,4,1,MF
Neal Maupay,2020-2021,23,France,Brighton,33,2512,29,8,2,FW
Neeskens Kebano,2018-2019,26,DR Congo,Fulham,7,108,0,0,0,FW
Neeskens Kebano,2020-2021,28,DR Congo,Fulham,5,119,1,0,0,FW
Nemanja Matić,2018-2019,29,Serbia,Manchester Utd,28,2436,28,1,0,MF
Nemanja Matić,2019-2020,30,Serbia,Manchester Utd,21,1581,18,0,2,MF
Nemanja Matić,2020-2021,31,Serbia,Manchester Utd,20,1106,12,0,0,MF
Nemanja Matić,2021-2022,32,Serbia,Manchester Utd,23,1382,16,0,4,MF
Nicolas Pépé,2021-2022,26,Ivory Coast,Arsenal,20,696,5,1,2,FW
Nicolás Domínguez,2023-2024,25,Argentina,Nott'ham Forest,26,1495,19,2,2,MF
Nicolò Zaniolo,2023-2024,24,Italy,Aston Villa,25,839,9,2,0,FW
Nikola Vlašić,2021-2022,23,Croatia,West Ham,19,560,6,1,0,FW
Nélson Semedo,2020-2021,26,Portugal,Wolves,34,2983,34,1,1,DF
Nélson Semedo,2021-2022,27,Portugal,Wolves,25,2131,25,0,1,MF
Nélson Semedo,2023-2024,29,Portugal,Wolves,36,3084,36,0,1,DF
Odsonne Édouard,2023-2024,25,France,Crystal Palace,30,1555,17,7,0,FW
Oghenekaro Etebo,2021-2022,25,Nigeria,Watford,9,401,4,0,0,MF
Okay Yokuşlu,2020-2021,26,Turkey,West Brom,16,1317,15,0,1,MF
Oliver Arblaster,2023-2024,19,England,Sheffield Utd,12,943,11,0,0,MF
Oliver Norwood,2019-2020,28,Northern Ireland,Sheffield Utd,38,3090,37,1,1,MF
Oliver Norwood,2020-2021,29,Northern Ireland,Sheffield Utd,32,2220,26,0,0,MF
Oliver Norwood,2023-2024,32,Northern Ireland,Sheffield Utd,27,1440,16,1,0,MF
Oliver Skipp,2018-2019,17,England,Tottenham,8,220,2,0,0,MF
Oliver Skipp,2019-2020,18,England,Tottenham,7,77,1,0,0,MF
Oliver Skipp,2021-2022,20,England,Tottenham,18,1350,14,0,0,MF
Oliver Skipp,2022-2023,21,England,Tottenham,23,1491,18,1,0,MF
Oliver Skipp,2023-2024,22,England,Tottenham,21,707,5,0,0,MF
Ondrej Duda,2019-2020,24,Slovakia,Norwich City,10,724,9,0,0,MF
Onel Hernández,2019-2020,26,Cuba,Norwich City,26,1384,14,1,2,FW
Orel Mangala,2022-2023,24,Belgium,Nott'ham Forest,27,1550,20,1,1,MF
Orel Mangala,2023-2024,25,Belgium,Nott'ham Forest,20,1563,19,1,0,MF
Oriol Romeu,2018-2019,26,Spain,Southampton,31,2136,25,1,0,MF
Oriol Romeu,2019-2020,27,Spain,Southampton,30,1860,20,0,0,MF
Oriol Romeu,2020-2021,28,Spain,Southampton,21,1763,20,1,1,MF
Oriol Romeu,2021-2022,29,Spain,Southampton,36,2889,34,2,2,MF
Oriol Romeu,2022-2023,30,Spain,Southampton,1,74,1,0,0,MF
Oscar Bobb,2023-2024,20,Norway,Manchester City,14,302,2,1,1,FW
Owen Otasowie,2020-2021,19,United States,Wolves,6,187,2,0,1,MF
Ozan Tufan,2021-2022,26,Turkey,Watford,7,334,4,0,0,MF
Pablo Fornals,2019-2020,23,Spain,West Ham,36,2172,24,2,5,MF
Pablo Fornals,2020-2021,24,Spain,West Ham,33,2572,31,5,4,FW
Pablo Fornals,2021-2022,25,Spain,West Ham,36,2795,32,6,3,FW
Pablo Fornals,2022-2023,26,Spain,West Ham,32,1503,17,3,1,FW
Pablo Fornals,2023-2024,27,Spain,West Ham,15,426,4,0,0,MF
Pablo Hernández,2020-2021,35,Spain,Leeds United,16,427,3,0,2,MF
Pablo Sarabia,2022-2023,30,Spain,Wolves,13,765,9,1,0,FW
Pablo Sarabia,2023-2024,31,Spain,Wolves,30,1745,20,4,7,MF
Pape Matar Sarr,2022-2023,19,Senegal,Tottenham,11,218,2,0,1,MF
Pape Matar Sarr,2023-2024,20,Senegal,Tottenham,34,2069,27,3,3,MF
Pascal Groß,2018-2019,27,Germany,Brighton,25,1864,24,3,3,MF
Pascal Groß,2019-2020,28,Germany,Brighton,29,1796,22,2,4,MF
Pascal Groß,2020-2021,29,Germany,Brighton,34,2484,27,3,8,MF
Pascal Groß,2021-2022,30,Germany,Brighton,29,2038,24,2,4,MF
Pascal Groß,2022-2023,31,Germany,Brighton,37,3239,37,9,8,MF
Pascal Groß,2023-2024,32,Germany,Brighton,36,3114,34,4,10,MF
Pascal Struijk,2020-2021,20,Netherlands,Leeds United,27,2075,22,1,0,DF
Pascal Struijk,2021-2022,21,Netherlands,Leeds United,29,2055,22,1,0,DF
Patrick Roberts,2019-2020,22,England,Norwich City,3,26,0,0,0,FW
Paul Pogba,2018-2019,25,France,Manchester Utd,35,3006,34,13,9,MF
Paul Pogba,2019-2020,26,France,Manchester Utd,16,1204,13,1,3,MF
Paul Pogba,2020-2021,27,France,Manchester Utd,26,1897,21,3,3,MF
Paul Pogba,2021-2022,28,France,Manchester Utd,20,1349,16,1,9,MF
